,n_processo,data_criacao,unidade_origem,assunto,data_instauracao_jad,situacao_jad,data_instauracao_pad,cppad,fase,resultado_do_pad,data_conclusao_pad,proposta_coopad,Atualizado_em,ano_criacao_processo,Ano,ano_conclusao_pad
755,E-03/011/3722/2015,2015-11-23,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2021-03-30,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-04-05,ARQUIVAMENTO,2025-07-31 08:30:14,2015,2021,2023
756,SEI-160002/002092/2020,2020-06-15,DER,OMISSÃO DOS DEVERES FUNCIONAIS,,POSITIVO,2024-05-10,2ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2024,
757,,,,,,,,,,,,ARQUIVAMENTO,2025-07-31 08:30:14,,,
758,,,,,,,,,,,,ARQUIVAMENTO,2025-07-31 08:30:14,,,
759,,,,,,,,,,,,ARQUIVAMENTO,2025-07-31 08:30:14,,,
760,,,,,,,,,,,,ARQUIVAMENTO,2025-07-31 08:30:14,,,
761,,,,,,,,,,,,ARQUIVAMENTO,2025-07-31 08:30:14,,,
762,E-03/016/4281/2018,2018-05-30,SEEDUC,OFENSA FÍSICA,2024-10-17,NEGATIVO,,,,,,,2025-07-31 08:30:14,2018,,
763,SEI-030001/072235/2024,2024-08-23,SEEDUC,INJÚRIA,2024-10-17,POSITIVO,2024-12-20,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
764,SEI-030001/076547/2024,2024-09-04,SEEDUC,ABANDONO DE CARGO,2024-10-22,EM ESPERA,,,,,,,2025-07-31 08:30:14,2024,,
765,E-03/008/101549/2018,2024-02-14,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2023-08-15,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-20,ARQUIVAMENTO,2025-07-31 08:30:14,2024,2023,2024
766,SEI-030002/009646/2024,2024-08-26,DEGASE,INOBSERVÂNCIA DE NORMAS LEGAIS,2024-10-23,NEGATIVO,,,,,,,2025-07-31 08:30:14,2024,,
767,SEI-030001/020959/2024,2024-11-04,SEEDUC,OFENSA FÍSICA,2024-11-04,,,,,,,,2025-07-31 08:30:14,2024,,
768,E-03/001/176/2019,2024-11-05,SEEDUC,ESTUPRO,2024-09-06,POSITIVO,2024-12-10,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
769,SEI-260005/005730/2024,2024-05-15,FAETEC,FALTAS INTERPOLADAS,2024-11-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
770,SEI-260005/012195/2024,2024-11-07,FAETEC,ABANDONO DE CARGO,2024-11-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
771,SEI-030030/002034/2023,2023-03-15,SEEDUC,ABANDONO DE CARGO,2024-11-11,POSITIVO,2025-02-17,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
772,SEI-150065/017811/2021,2024-09-17,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-02-10,POSITIVO,2023-06-06,4ª CPPAD,FINALIZADO,DEMISSÃO,2024-09-12,SUSPENSÃO,2025-07-31 08:30:14,2024,2023,2024
773,SEI-030029/015070/2023,2024-11-08,SEEDUC,ASSÉDIO SEXUAL,2024-11-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
774,SEI-030029/006664/2023,2024-10-11,SEEDUC,ABANDONO DE CARGO,2024-11-12,POSITIVO,2025-02-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
775,SEI-030030/006737/2023,2024-10-11,SEEDUC,ABANDONO DE CARGO,2024-11-12,NEGATIVO,,,,,,,2025-07-31 08:30:14,2024,,
776,E-03/002/101398/2018,2018-08-28,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2019-09-05,POSITIVO,2020-12-02,2ª CPPAD,FINALIZADO,PRESCRITO,2025-02-12,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2020,2025
777,SEI-150027/000223/2022,2022-03-14,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-05-31,POSITIVO,2023-10-26,4ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2023,
778,E-03/021/979/201,2015-05-20,DEGASE,ABANDONO DE CARGO,2024-06-19,POSITIVO,2024-12-12,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2015,2024,
779,SEI-030038/006313/2023,2023-11-16,SEEDUC,ASSÉDIO MORAL,2024-10-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
780,SEI-030032/003277/2021,2021-12-02,SEEDUC,DANO AO ERÁRIO PÚBLICO,2022-05-13,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
781,SEI-260005/000479/2024,2024-01-18,FAETEC,ABANDONO DE CARGO,2025-10-25,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
782,SEI-030022/012684/2023,2023-11-23,DEGASE,ABANDONO DE CARGO,2024-07-31,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
783,SEI-260005/003579/2023,2023-05-05,FAETEC,ABANDONO DE CARGO,2024-01-03,POSITIVO,2025-02-12,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
784,SEI-030001/072873/2024,2024-08-26,SEEDUC,ABANDONO DE CARGO,2024-12-18,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
785,SEI-150071/000425/2022,2022-12-28,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
786,SEI-260005/004397/2023,2023-05-31,FAETEC,ABANDONO DE CARGO,2024-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
787,SEI-150016/048290/2024,2024-04-05,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
788,SEI-030001/095075/2024,2024-11-04,SEEDUC,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-12-23,POSITIVO,2025-02-13,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
789,SEI-260005/006716/2024,2024-06-06,FAETEC,ABANDONO DE CARGO,2024-12-27,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
790,SEI-030038/003743/2023 ,2023-07-05,SEEDUC,ABANDONO DE CARGO,2024-12-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
791,SEI-030001/091897/2024,2024-11-17,SEEDUC,ABANDONO DE CARGO,2024-12-11,POSITIVO,,,,,,,2025-07-31 08:30:14,2024,,
792,SEI-260005/002270/2023,2023-03-24,FAETEC,ABANDONO DE CARGO,2024-12-02,POSITIVO,2025-03-27,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
793,SEI-150071/000709/2023,2023-10-31,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-06,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
794,SEI-030036/005565/2023,2023-08-23,SEEDUC,ABANDONO DE CARGO,2025-01-07,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
795,SEI-150071/000651/2023,2023-09-26,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-08,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
796,SEI-030001/097242/2024,2024-11-12,SEEDUC,ESTUPRO,2025-01-08,POSITIVO,2025-03-10,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
797,SEI-150071/000479/2023,2023-08-07,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-08,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
798,SEI-030030/001126/2023,2023-02-08,SEEDUC,ABANDONO DE CARGO,2024-12-01,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
799,SEI-260005/011287/2024,2024-10-14,FAETEC,ABANDONO DE CARGO,2025-01-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
800,SEI-150071/000428/2022,2022-12-28,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
801,SEI-030001/094402/2024,2024-10-31,SEEDUC,ABANDONO DE CARGO,2025-01-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
802,SEI-030001/049665/2024,2024-06-20,SEEDUC,ABANDONO DE CARGO,2025-01-16,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
803,SEI-150016/079589/2024,2024-05-28,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
804,SEI-100004/001132/2021,2021-11-09,CODERTE,FALTAS INTERPOLADAS,2025-01-28,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
805,SEI-150016/087205/2024,2024-06-11,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
806,SEI-150016/048480/2024,2024-04-05,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-01-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
807,SEI-150071/000323/2022,2022-11-17,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-02-05,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
808,SEI-150071/000351/2023,2023-07-04,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-02-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
809,SEI-320001/002400/2023,2023-09-24,CGE,OFENSA FÍSICA,2025-02-07,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
810,SEI-330001/000818/2024,2024-05-14,SEIOP,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2025-02-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
811,SEI-030001/063772/2024,2024-07-30,SEEDUC,FALTAS INTERPOLADAS,2025-02-20,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
812,SEI-150016/096696/2024,2024-06-25,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2025-02-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
813,SEI -150071/000338/2022,2022-11-22,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-12-11,POSITIVO,2023-12-22,4ª CPPAD,FINALIZADO,,,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,
814,E-03/022/24/2015 ,2015-03-17,DEGASE,TORTURA,2015-06-01,POSITIVO,2015-07-15,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2015,2015,
815,E-04/161/004064/2019,2019-12-19,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2023-11-17,POSITIVO,2024-08-12,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2024,
816,SEI-030040/002391/2022,2022-08-09,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2023-03-07,POSITIVO,2024-10-02,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
817,SEI-030001/031912/2024 ,2024-04-30,SEEDUC,ABANDONO DE CARGO,2024-09-23,POSITIVO,2024-12-17,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
818,SEI-080001/010837/2023,2023-05-17,SES,ABANDONO DE CARGO,2023-07-31,POSITIVO,2025-02-06,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
819,SEI-030042/002842/2022,2022-08-26,SEEDUC,ABUSO SEXUAL,2023-02-28,POSITIVO,2024-08-30,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
820,SEI-030033/002340/2023,2023-05-05,SEEDUC,ABANDONO DE CARGO,2024-04-07,POSITIVO,2025-02-17,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
821,SEI-080015/001111/2023,2023-09-22,SES,ABANDONO DE CARGO,2024-04-26,POSITIVO,2025-02-13,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
822,SEI-030001/055130/2024,2024-07-03,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-12-09,POSITIVO,,,,,,,2025-07-31 08:30:14,2024,,
823,SEI-030029/004567/2020,2020-09-02,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2025-03-10,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2020,,
824,SEI-030001/087055/2024,2024-10-03,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2025-03-13,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
825,SEI-030001/072235/2024,2024-08-23,SEEDUC,INJÚRIA,2024-10-17,POSITIVO,2024-12-20,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
826,SEI-030001/088356/2024,2024-10-08,SEEDUC,INOBSERVÂNCIA DE NORMAS LEGAIS,2025-03-25,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
827,SEI-030001/037823/2024,2024-05-15,SEEDUC,ASSÉDIO SEXUAL,2025-03-25,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
